,ID,Class
1404,2246,drilling
1405,2247,air_conditioner
1406,2249,engine_idling
1407,2250,car_horn
1408,2251,siren
1409,2252,car_horn
1410,2253,air_conditioner
1411,2254,siren
1412,2256,siren
1413,2258,children_playing
1414,2259,car_horn
1415,2260,air_conditioner
1416,2262,children_playing
1417,2264,engine_idling
1418,2265,gun_shot
1419,2269,drilling
1420,2273,street_music
1421,2275,children_playing
1422,2277,dog_bark
1423,2278,siren
1424,2279,engine_idling
1425,2282,engine_idling
1426,2287,engine_idling
1427,2290,street_music
1428,2291,gun_shot
1429,2293,air_conditioner
1430,2295,gun_shot
1431,2297,siren
1432,2299,siren
1433,2300,street_music
1434,2301,children_playing
1435,2302,car_horn
1436,2303,dog_bark
1437,2304,gun_shot
1438,2306,street_music
1439,2307,children_playing
1440,2308,air_conditioner
1441,2309,engine_idling
1442,2310,children_playing
1443,2312,jackhammer
1444,2313,drilling
1445,2314,children_playing
1446,2318,engine_idling
1447,2319,children_playing
1448,2323,air_conditioner
1449,2324,dog_bark
1450,2327,children_playing
1451,2329,children_playing
1452,2330,drilling
1453,2332,street_music
1454,2333,air_conditioner
1455,2335,siren
1456,2338,dog_bark
1457,2339,children_playing
1458,2340,jackhammer
1459,2343,engine_idling
1460,2344,engine_idling
1461,2345,engine_idling
1462,2347,engine_idling
1463,2349,engine_idling
1464,2351,siren
1465,2353,drilling
1466,2354,children_playing
1467,2358,jackhammer
1468,2360,children_playing
1469,2363,siren
1470,2364,jackhammer
1471,2366,air_conditioner
1472,2368,jackhammer
1473,2369,air_conditioner
1474,2371,engine_idling
1475,2372,dog_bark
1476,2373,dog_bark
1477,2378,air_conditioner
1478,2379,engine_idling
1479,2380,car_horn
1480,2382,drilling
1481,2384,jackhammer
1482,2386,siren
1483,2388,drilling
1484,2389,siren
1485,2390,drilling
1486,2394,children_playing
1487,2395,air_conditioner
1488,2398,dog_bark
1489,2401,jackhammer
1490,2402,jackhammer
1491,2403,air_conditioner
1492,2404,car_horn
1493,2405,drilling
1494,2408,engine_idling
1495,2410,children_playing
1496,2411,children_playing
1497,2412,children_playing
1498,2413,street_music
1499,2414,drilling
1500,2415,children_playing
1501,2416,jackhammer
1502,2418,jackhammer
1503,2419,dog_bark
1504,2420,jackhammer
1505,2421,children_playing
1506,2424,siren
1507,2425,air_conditioner
1508,2427,jackhammer
1509,2428,street_music
1510,2430,siren
1511,2432,children_playing
1512,2433,dog_bark
1513,2438,street_music
1514,2439,siren
1515,2441,jackhammer
1516,2443,engine_idling
1517,2444,jackhammer
1518,2445,gun_shot
1519,2446,dog_bark
1520,2447,drilling
1521,2448,dog_bark
1522,2449,air_conditioner
1523,2450,car_horn
1524,2452,jackhammer
1525,2453,dog_bark
1526,2454,engine_idling
1527,2455,street_music
1528,2456,drilling
1529,2458,car_horn
1530,2460,dog_bark
1531,2461,drilling
1532,2462,engine_idling
1533,2463,siren
1534,2464,children_playing
1535,2465,children_playing
1536,2466,drilling
1537,2468,siren
1538,2470,engine_idling
1539,2473,siren
1540,2474,street_music
1541,2477,dog_bark
1542,2478,dog_bark
1543,2479,drilling
1544,2480,engine_idling
1545,2484,engine_idling
1546,2485,engine_idling
1547,2487,siren
1548,2488,street_music
1549,2489,dog_bark
1550,2493,dog_bark
1551,2494,engine_idling
1552,2497,jackhammer
1553,2498,jackhammer
1554,2499,children_playing
1555,2501,jackhammer
1556,2503,jackhammer
1557,2505,drilling
1558,2506,jackhammer
1559,2507,engine_idling
1560,2509,siren
1561,2510,air_conditioner
1562,2511,jackhammer
1563,2512,street_music
1564,2513,air_conditioner
1565,2515,gun_shot
1566,2516,siren
1567,2517,drilling
1568,2523,siren
1569,2524,dog_bark
1570,2526,air_conditioner
1571,2529,street_music
1572,2531,street_music
1573,2532,children_playing
1574,2534,dog_bark
1575,2536,dog_bark
1576,2538,gun_shot
1577,2539,children_playing
1578,2541,siren
1579,2542,engine_idling
1580,2543,street_music
1581,2544,car_horn
1582,2545,engine_idling
1583,2547,engine_idling
1584,2548,car_horn
1585,2549,street_music
1586,2550,siren
1587,2552,street_music
1588,2553,dog_bark
1589,2555,children_playing
1590,2557,gun_shot
1591,2558,dog_bark
1592,2560,engine_idling
1593,2564,engine_idling
1594,2567,engine_idling
1595,2568,siren
1596,2569,street_music
1597,2570,siren
1598,2571,street_music
1599,2572,air_conditioner
1600,2573,siren
1601,2574,street_music
1602,2575,jackhammer
1603,2576,dog_bark
1604,2577,jackhammer
1605,2578,jackhammer
1606,2580,children_playing
1607,2581,jackhammer
1608,2582,drilling
1609,2584,children_playing
1610,2585,jackhammer
1611,2586,air_conditioner
1612,2587,engine_idling
1613,2588,street_music
1614,2592,siren
1615,2593,jackhammer
1616,2594,air_conditioner
1617,2595,dog_bark
1618,2596,gun_shot
1619,2597,siren
1620,2598,jackhammer
1621,2600,engine_idling
1622,2601,siren
1623,2603,dog_bark
1624,2604,jackhammer
1625,2605,air_conditioner
1626,2607,dog_bark
1627,2608,air_conditioner
1628,2610,children_playing
1629,2612,air_conditioner
1630,2613,jackhammer
1631,2614,siren
1632,2616,siren
1633,2619,car_horn
1634,2620,air_conditioner
1635,2623,dog_bark
1636,2624,jackhammer
1637,2625,jackhammer
1638,2632,street_music
1639,2634,engine_idling
1640,2636,children_playing
1641,2637,drilling
1642,2639,drilling
1643,2640,siren
1644,2641,car_horn
1645,2644,jackhammer
1646,2645,siren
1647,2646,drilling
1648,2647,car_horn
1649,2648,street_music
1650,2650,drilling
1651,2651,engine_idling
1652,2652,drilling
1653,2653,children_playing
1654,2657,siren
1655,2658,jackhammer
1656,2659,siren
1657,2661,engine_idling
1658,2662,air_conditioner
1659,2664,siren
1660,2665,children_playing
1661,2666,siren
1662,2668,engine_idling
1663,2669,air_conditioner
1664,2671,drilling
1665,2674,air_conditioner
1666,2676,air_conditioner
1667,2677,children_playing
1668,2678,dog_bark
1669,2679,children_playing
1670,2680,jackhammer
1671,2682,drilling
1672,2684,siren
1673,2685,street_music
1674,2686,car_horn
1675,2687,siren
1676,2689,engine_idling
1677,2690,car_horn
1678,2691,dog_bark
1679,2695,engine_idling
1680,2697,jackhammer
1681,2699,children_playing
1682,2700,gun_shot
1683,2702,street_music
1684,2703,children_playing
1685,2705,gun_shot
1686,2706,children_playing
1687,2707,street_music
1688,2709,children_playing
1689,2710,dog_bark
1690,2711,air_conditioner
1691,2713,siren
1692,2714,jackhammer
1693,2717,dog_bark
1694,2718,jackhammer
1695,2721,car_horn
1696,2722,dog_bark
1697,2723,street_music
1698,2725,dog_bark
1699,2726,drilling
1700,2728,drilling
1701,2730,drilling
1702,2732,dog_bark
1703,2733,engine_idling
1704,2736,gun_shot
1705,2738,engine_idling
1706,2739,siren
1707,2740,children_playing
1708,2741,engine_idling
1709,2744,jackhammer
1710,2746,children_playing
1711,2747,car_horn
1712,2750,jackhammer
1713,2751,engine_idling
1714,2752,gun_shot
1715,2754,dog_bark
1716,2756,drilling
1717,2757,street_music
1718,2760,air_conditioner
1719,2763,jackhammer
1720,2764,gun_shot
1721,2765,jackhammer
1722,2766,siren
1723,2769,street_music
1724,2770,engine_idling
1725,2771,siren
1726,2773,children_playing
1727,2774,street_music
1728,2775,car_horn
1729,2776,street_music
1730,2779,children_playing
1731,2780,car_horn
1732,2781,street_music
1733,2783,dog_bark
1734,2784,car_horn
1735,2785,children_playing
1736,2787,jackhammer
1737,2788,siren
1738,2789,siren
1739,2790,jackhammer
1740,2791,dog_bark
1741,2792,jackhammer
1742,2794,siren
1743,2795,jackhammer
1744,2797,air_conditioner
1745,2800,street_music
1746,2801,air_conditioner
1747,2802,air_conditioner
1748,2805,drilling
1749,2807,drilling
1750,2808,children_playing
1751,2811,street_music
1752,2813,engine_idling
1753,2815,siren
1754,2819,siren
1755,2821,jackhammer
1756,2824,children_playing
1757,2825,jackhammer
1758,2828,siren
1759,2829,dog_bark
1760,2830,children_playing
1761,2831,street_music
1762,2832,air_conditioner
1763,2835,siren
1764,2836,street_music
1765,2837,gun_shot
1766,2840,dog_bark
1767,2842,drilling
1768,2846,dog_bark
1769,2849,drilling
1770,2850,dog_bark
1771,2851,street_music
1772,2854,siren
1773,2855,engine_idling
1774,2857,jackhammer
1775,2858,children_playing
1776,2862,air_conditioner
1777,2863,dog_bark
1778,2864,engine_idling
1779,2865,dog_bark
1780,2869,air_conditioner
1781,2870,street_music
1782,2871,engine_idling
1783,2872,car_horn
1784,2873,air_conditioner
1785,2875,engine_idling
1786,2878,air_conditioner
1787,2881,siren
1788,2884,siren
1789,2887,siren
1790,2889,siren
1791,2890,gun_shot
1792,2891,siren
1793,2892,street_music
1794,2896,drilling
1795,2898,street_music
1796,2899,air_conditioner
1797,2900,street_music
1798,2901,children_playing
1799,2902,engine_idling
1800,2903,drilling
1801,2907,air_conditioner
1802,2909,drilling
1803,2910,street_music
1804,2911,engine_idling
1805,2912,engine_idling
1806,2913,jackhammer
1807,2914,gun_shot
1808,2915,engine_idling
1809,2917,gun_shot
1810,2918,drilling
1811,2920,street_music
1812,2921,siren
1813,2922,dog_bark
1814,2924,siren
1815,2925,drilling
1816,2926,siren
1817,2927,drilling
1818,2928,air_conditioner
1819,2929,air_conditioner
1820,2930,gun_shot
1821,2931,dog_bark
1822,2932,car_horn
1823,2933,dog_bark
1824,2934,children_playing
1825,2935,dog_bark
1826,2936,siren
1827,2939,engine_idling
1828,2940,air_conditioner
1829,2942,drilling
1830,2943,jackhammer
1831,2944,air_conditioner
1832,2945,engine_idling
1833,2946,drilling
1834,2950,gun_shot
1835,2951,drilling
1836,2954,air_conditioner
1837,2955,siren
1838,2956,children_playing
1839,2957,air_conditioner
1840,2959,street_music
1841,2960,siren
1842,2961,air_conditioner
1843,2962,street_music
1844,2963,dog_bark
1845,2966,drilling
1846,2969,dog_bark
1847,2971,engine_idling
1848,2972,gun_shot
1849,2974,street_music
1850,2976,drilling
1851,2980,engine_idling
1852,2982,children_playing
1853,2983,jackhammer
1854,2984,air_conditioner
1855,2986,air_conditioner
1856,2987,engine_idling
1857,2988,siren
1858,2989,dog_bark
1859,2991,drilling
1860,2992,jackhammer
1861,2993,drilling
1862,2994,engine_idling
1863,2995,street_music
1864,2996,drilling
1865,2997,drilling
1866,2998,gun_shot
1867,3001,dog_bark
1868,3003,children_playing
1869,3004,street_music
1870,3006,engine_idling
1871,3008,engine_idling
1872,3011,dog_bark
1873,3012,gun_shot
1874,3013,siren
1875,3014,air_conditioner
1876,3016,drilling
1877,3018,air_conditioner
1878,3020,air_conditioner
1879,3021,drilling
1880,3024,dog_bark
1881,3026,jackhammer
1882,3027,jackhammer
1883,3030,children_playing
1884,3032,children_playing
1885,3033,car_horn
1886,3034,siren
1887,3036,air_conditioner
1888,3037,drilling
1889,3038,jackhammer
1890,3042,car_horn
1891,3046,drilling
1892,3050,engine_idling
1893,3051,engine_idling
1894,3052,street_music
1895,3054,dog_bark
1896,3055,engine_idling
1897,3056,gun_shot
1898,3060,dog_bark
1899,3061,street_music
1900,3062,children_playing
1901,3063,children_playing
1902,3066,jackhammer
1903,3068,dog_bark
1904,3069,children_playing
1905,3070,drilling
1906,3071,engine_idling
1907,3074,siren
1908,3075,street_music
1909,3077,air_conditioner
1910,3078,jackhammer
1911,3081,street_music
1912,3082,drilling
1913,3085,street_music
1914,3087,siren
1915,3089,street_music
1916,3091,jackhammer
1917,3092,jackhammer
1918,3094,dog_bark
1919,3095,children_playing
1920,3096,air_conditioner
1921,3097,street_music
1922,3098,siren
1923,3099,drilling
1924,3101,street_music
1925,3102,engine_idling
1926,3103,car_horn
1927,3104,drilling
1928,3105,children_playing
1929,3108,children_playing
1930,3110,air_conditioner
1931,3112,children_playing
1932,3115,street_music
1933,3117,children_playing
1934,3118,engine_idling
1935,3120,dog_bark
1936,3121,dog_bark
1937,3123,dog_bark
1938,3125,siren
1939,3126,children_playing
1940,3127,street_music
1941,3128,drilling
1942,3130,street_music
1943,3131,air_conditioner
1944,3133,children_playing
1945,3135,car_horn
1946,3136,street_music
1947,3138,siren
1948,3140,siren
1949,3143,street_music
1950,3144,drilling
1951,3146,siren
1952,3147,dog_bark
1953,3148,street_music
1954,3150,dog_bark
1955,3151,air_conditioner
1956,3152,gun_shot
1957,3153,engine_idling
1958,3154,jackhammer
1959,3155,air_conditioner
1960,3156,siren
1961,3157,street_music
1962,3159,gun_shot
1963,3160,drilling
1964,3161,air_conditioner
1965,3162,dog_bark
1966,3163,children_playing
1967,3164,jackhammer
1968,3165,jackhammer
1969,3167,car_horn
1970,3168,children_playing
1971,3169,air_conditioner
1972,3170,siren
1973,3171,engine_idling
1974,3172,siren
1975,3176,car_horn
1976,3177,children_playing
1977,3178,siren
1978,3179,children_playing
1979,3180,jackhammer
1980,3182,jackhammer
1981,3185,street_music
1982,3186,siren
1983,3187,children_playing
1984,3188,air_conditioner
1985,3189,dog_bark
1986,3190,drilling
1987,3191,siren
1988,3192,dog_bark
1989,3194,gun_shot
1990,3195,children_playing
1991,3196,gun_shot
1992,3197,engine_idling
1993,3199,engine_idling
1994,3200,dog_bark
1995,3202,street_music
1996,3205,air_conditioner
1997,3206,engine_idling
1998,3207,drilling
1999,3209,children_playing
2000,3211,drilling
2001,3213,car_horn
2002,3214,children_playing
2003,3215,drilling
2004,3216,drilling
2005,3218,street_music
2006,3220,drilling
2007,3221,children_playing
2008,3223,drilling
2009,3225,drilling
2010,3226,dog_bark
2011,3227,drilling
2012,3229,car_horn
2013,3230,gun_shot
2014,3231,air_conditioner
2015,3232,air_conditioner
2016,3233,street_music
2017,3235,street_music
2018,3236,jackhammer
2019,3237,dog_bark
2020,3238,engine_idling
2021,3239,engine_idling
2022,3240,engine_idling
2023,3244,siren
2024,3246,children_playing
2025,3248,dog_bark
2026,3250,siren
2027,3254,jackhammer
2028,3257,air_conditioner
2029,3258,dog_bark
2030,3259,air_conditioner
2031,3261,children_playing
2032,3262,gun_shot
2033,3264,jackhammer
2034,3266,children_playing
2035,3267,drilling
2036,3268,street_music
2037,3270,drilling
2038,3271,jackhammer
2039,3272,jackhammer
2040,3273,air_conditioner
2041,3275,car_horn
2042,3276,engine_idling
2043,3277,engine_idling
2044,3278,jackhammer
2045,3279,jackhammer
2046,3281,children_playing
2047,3283,engine_idling
2048,3285,dog_bark
2049,3286,jackhammer
2050,3288,jackhammer
2051,3291,dog_bark
2052,3292,drilling
2053,3293,street_music
2054,3294,street_music
2055,3296,jackhammer
2056,3297,siren
2057,3298,jackhammer
2058,3299,engine_idling
2059,3301,children_playing
2060,3302,air_conditioner
2061,3305,drilling
2062,3306,street_music
2063,3307,street_music
2064,3308,jackhammer
2065,3310,drilling
2066,3316,jackhammer
2067,3317,siren
2068,3318,car_horn
2069,3319,engine_idling
2070,3320,dog_bark
2071,3321,children_playing
2072,3322,engine_idling
2073,3323,gun_shot
2074,3324,engine_idling
2075,3325,dog_bark
2076,3328,jackhammer
2077,3330,drilling
2078,3331,siren
2079,3332,drilling
2080,3333,jackhammer
2081,3334,engine_idling
2082,3336,drilling
2083,3337,air_conditioner
2084,3338,air_conditioner
2085,3343,children_playing
2086,3344,siren
2087,3345,air_conditioner
2088,3347,jackhammer
2089,3349,jackhammer
2090,3350,car_horn
2091,3351,jackhammer
2092,3352,car_horn
2093,3353,jackhammer
2094,3354,engine_idling
2095,3355,air_conditioner
2096,3357,jackhammer
2097,3358,siren
2098,3360,drilling
2099,3362,siren
2100,3363,street_music
2101,3364,jackhammer
2102,3365,jackhammer
2103,3367,car_horn
2104,3369,car_horn
2105,3370,dog_bark
2106,3371,dog_bark
2107,3373,jackhammer
2108,3375,drilling
2109,3376,air_conditioner
2110,3379,street_music
2111,3381,children_playing
2112,3383,gun_shot
2113,3387,air_conditioner
2114,3388,siren
2115,3389,car_horn
2116,3390,jackhammer
2117,3392,children_playing
2118,3394,street_music
2119,3395,jackhammer
2120,3397,air_conditioner
2121,3398,dog_bark
2122,3399,dog_bark
2123,3400,children_playing
2124,3401,street_music
2125,3404,gun_shot
2126,3406,dog_bark
2127,3407,dog_bark
2128,3409,dog_bark
2129,3413,street_music
2130,3415,dog_bark
2131,3416,drilling
2132,3417,drilling
2133,3418,drilling
2134,3419,air_conditioner
2135,3420,engine_idling
2136,3422,street_music
2137,3423,gun_shot
2138,3425,siren
2139,3429,car_horn
2140,3432,engine_idling
2141,3433,air_conditioner
2142,3434,street_music
2143,3435,dog_bark
2144,3436,children_playing
2145,3437,air_conditioner
2146,3439,engine_idling
2147,3441,siren
2148,3442,children_playing
2149,3443,children_playing
2150,3444,drilling
2151,3445,gun_shot
2152,3446,air_conditioner
2153,3449,air_conditioner
2154,3451,air_conditioner
2155,3452,siren
2156,3453,jackhammer
2157,3454,drilling
2158,3455,air_conditioner
2159,3458,gun_shot
2160,3459,drilling
2161,3461,children_playing
2162,3462,street_music
2163,3464,children_playing
2164,3465,drilling
2165,3467,drilling
2166,3469,siren
2167,3470,gun_shot
2168,3471,jackhammer
2169,3473,street_music
2170,3474,children_playing
2171,3475,street_music
2172,3477,air_conditioner
2173,3478,engine_idling
2174,3480,drilling
2175,3481,engine_idling
2176,3482,dog_bark
2177,3483,drilling
2178,3486,jackhammer
2179,3489,drilling
2180,3491,engine_idling
2181,3492,dog_bark
2182,3493,street_music
2183,3495,drilling
2184,3496,dog_bark
2185,3499,siren
2186,3501,siren
2187,3503,jackhammer
2188,3504,street_music
2189,3507,dog_bark
2190,3508,drilling
2191,3509,engine_idling
2192,3510,children_playing
2193,3514,gun_shot
2194,3515,engine_idling
2195,3516,drilling
2196,3517,drilling
2197,3518,jackhammer
2198,3519,siren
2199,3520,siren
2200,3522,engine_idling
2201,3523,dog_bark
2202,3525,air_conditioner
2203,3526,jackhammer
2204,3528,jackhammer
2205,3529,children_playing
2206,3531,dog_bark
2207,3533,street_music
2208,3534,engine_idling
2209,3536,drilling
2210,3537,jackhammer
2211,3538,jackhammer
2212,3539,air_conditioner
2213,3540,drilling
2214,3542,siren
2215,3543,drilling
2216,3545,gun_shot
2217,3546,air_conditioner
2218,3547,car_horn
2219,3548,gun_shot
2220,3549,gun_shot
2221,3550,children_playing
2222,3551,air_conditioner
2223,3554,siren
2224,3555,air_conditioner
2225,3556,dog_bark
2226,3560,dog_bark
2227,3561,children_playing
2228,3566,jackhammer
2229,3567,dog_bark
2230,3568,air_conditioner
2231,3569,air_conditioner
2232,3574,engine_idling
2233,3577,jackhammer
2234,3579,engine_idling
2235,3580,street_music
2236,3582,jackhammer
2237,3583,air_conditioner
2238,3584,siren
2239,3585,siren
2240,3587,air_conditioner
2241,3588,siren
2242,3590,drilling
2243,3591,dog_bark
2244,3595,dog_bark
2245,3596,street_music
2246,3597,engine_idling
2247,3598,drilling
2248,3599,engine_idling
2249,3603,air_conditioner
2250,3604,children_playing
2251,3606,children_playing
2252,3607,dog_bark
2253,3608,air_conditioner
2254,3609,drilling
2255,3610,jackhammer
2256,3611,children_playing
2257,3613,engine_idling
2258,3614,dog_bark
2259,3619,air_conditioner
2260,3621,children_playing
2261,3622,air_conditioner
2262,3624,dog_bark
2263,3626,gun_shot
2264,3627,engine_idling
2265,3628,jackhammer
2266,3629,street_music
2267,3630,dog_bark
2268,3632,air_conditioner
2269,3634,drilling
2270,3637,engine_idling
2271,3639,engine_idling
2272,3640,children_playing
2273,3642,engine_idling
2274,3644,street_music
2275,3645,drilling
2276,3646,engine_idling
2277,3647,children_playing
2278,3648,gun_shot
2279,3649,jackhammer
2280,3652,gun_shot
2281,3653,air_conditioner
2282,3654,engine_idling
2283,3656,siren
2284,3657,air_conditioner
2285,3658,engine_idling
2286,3659,engine_idling
2287,3660,jackhammer
2288,3661,street_music
2289,3662,engine_idling
2290,3663,street_music
2291,3664,air_conditioner
2292,3666,children_playing
2293,3668,car_horn
2294,3669,engine_idling
2295,3670,engine_idling
2296,3671,air_conditioner
2297,3672,jackhammer
2298,3674,jackhammer
2299,3675,air_conditioner
2300,3676,car_horn
2301,3678,air_conditioner
2302,3679,dog_bark
2303,3680,dog_bark
2304,3681,jackhammer
2305,3682,siren
2306,3683,drilling
2307,3685,siren
2308,3686,engine_idling
2309,3687,jackhammer
2310,3688,children_playing
2311,3689,street_music
2312,3691,drilling
2313,3695,jackhammer
2314,3696,siren
2315,3697,jackhammer
2316,3698,dog_bark
2317,3700,engine_idling
2318,3702,drilling
2319,3703,street_music
2320,3706,engine_idling
2321,3708,engine_idling
2322,3709,air_conditioner
2323,3711,street_music
2324,3714,siren
2325,3717,siren
2326,3718,drilling
2327,3719,engine_idling
2328,3721,siren
2329,3724,jackhammer
2330,3725,jackhammer
2331,3726,dog_bark
2332,3728,air_conditioner
2333,3729,engine_idling
2334,3731,children_playing
2335,3732,air_conditioner
2336,3734,children_playing
2337,3735,car_horn
2338,3738,jackhammer
2339,3739,engine_idling
2340,3741,jackhammer
2341,3742,air_conditioner
2342,3745,siren
2343,3747,engine_idling
2344,3749,street_music
2345,3750,jackhammer
2346,3751,jackhammer
2347,3752,siren
2348,3753,car_horn
2349,3754,street_music
2350,3756,siren
2351,3758,car_horn
2352,3759,street_music
2353,3760,dog_bark
2354,3762,jackhammer
2355,3763,drilling
2356,3764,children_playing
2357,3765,air_conditioner
2358,3766,street_music
2359,3770,drilling
2360,3771,siren
2361,3772,engine_idling
2362,3776,dog_bark
2363,3778,siren
2364,3781,drilling
2365,3782,car_horn
2366,3783,street_music
2367,3784,car_horn
2368,3785,air_conditioner
2369,3787,engine_idling
2370,3788,air_conditioner
2371,3790,drilling
2372,3791,jackhammer
2373,3792,street_music
2374,3798,siren
2375,3799,street_music
2376,3800,jackhammer
2377,3803,street_music
2378,3805,jackhammer
2379,3806,car_horn
2380,3808,dog_bark
2381,3811,jackhammer
2382,3813,siren
2383,3816,street_music
2384,3819,drilling
2385,3820,children_playing
2386,3821,children_playing
2387,3822,children_playing
2388,3823,jackhammer
2389,3827,air_conditioner
2390,3828,children_playing
2391,3830,air_conditioner
2392,3833,children_playing
2393,3834,children_playing
2394,3836,street_music
2395,3838,air_conditioner
2396,3839,engine_idling
2397,3840,street_music
2398,3842,car_horn
2399,3843,engine_idling
2400,3844,siren
2401,3846,drilling
2402,3847,engine_idling
2403,3848,children_playing
2404,3850,engine_idling
2405,3851,children_playing
2406,3853,car_horn
2407,3854,street_music
2408,3855,jackhammer
2409,3859,jackhammer
2410,3860,dog_bark
2411,3861,engine_idling
2412,3863,jackhammer
2413,3864,air_conditioner
2414,3866,engine_idling
2415,3868,siren
2416,3869,siren
2417,3870,dog_bark
2418,3871,siren
2419,3877,jackhammer
2420,3878,gun_shot
2421,3879,siren
2422,3880,car_horn
2423,3881,jackhammer
2424,3882,car_horn
2425,3883,children_playing
2426,3884,dog_bark
2427,3885,dog_bark
2428,3886,street_music
2429,3887,gun_shot
2430,3888,gun_shot
2431,3889,street_music
2432,3890,engine_idling
2433,3891,dog_bark
2434,3893,children_playing
2435,3894,siren
2436,3895,air_conditioner
2437,3896,air_conditioner
2438,3898,air_conditioner
2439,3900,children_playing
2440,3902,dog_bark
2441,3903,air_conditioner
2442,3905,dog_bark
2443,3906,siren
2444,3909,street_music
2445,3910,air_conditioner
2446,3911,siren
2447,3914,engine_idling
2448,3915,children_playing
2449,3916,children_playing
2450,3918,jackhammer
2451,3919,engine_idling
2452,3920,engine_idling
2453,3921,air_conditioner
2454,3924,dog_bark
2455,3925,street_music
2456,3927,street_music
2457,3929,jackhammer
2458,3930,drilling
2459,3932,jackhammer
2460,3933,gun_shot
2461,3934,siren
2462,3936,air_conditioner
2463,3938,car_horn
2464,3939,drilling
2465,3940,drilling
2466,3941,engine_idling
2467,3943,street_music
2468,3944,siren
2469,3945,siren
2470,3947,street_music
2471,3948,car_horn
2472,3951,engine_idling
2473,3955,dog_bark
2474,3956,siren
2475,3959,air_conditioner
2476,3960,engine_idling
2477,3962,drilling
2478,3965,car_horn
2479,3966,children_playing
2480,3967,engine_idling
2481,3968,air_conditioner
2482,3969,siren
2483,3970,street_music
2484,3972,dog_bark
2485,3973,jackhammer
2486,3975,siren
2487,3978,siren
2488,3981,street_music
2489,3982,drilling
2490,3983,siren
2491,3984,drilling
2492,3985,engine_idling
2493,3986,jackhammer
2494,3987,siren
2495,3988,jackhammer
2496,3992,air_conditioner
2497,3993,dog_bark
2498,3994,children_playing
2499,3997,street_music
2500,3998,drilling
2501,3999,air_conditioner
2502,4000,children_playing
2503,4001,jackhammer
2504,4002,siren
2505,4003,engine_idling
2506,4004,engine_idling
2507,4006,children_playing
2508,4009,siren
2509,4010,drilling
2510,4011,dog_bark
2511,4012,engine_idling
2512,4014,children_playing
2513,4015,air_conditioner
2514,4017,street_music
2515,4018,air_conditioner
2516,4021,air_conditioner
2517,4022,air_conditioner
2518,4024,siren
2519,4027,siren
2520,4028,dog_bark
2521,4029,children_playing
2522,4030,siren
2523,4032,siren
2524,4038,jackhammer
2525,4039,siren
2526,4041,car_horn
2527,4044,street_music
2528,4045,drilling
2529,4046,engine_idling
2530,4049,dog_bark
2531,4050,street_music
2532,4054,engine_idling
2533,4055,dog_bark
2534,4056,gun_shot
2535,4057,car_horn
2536,4058,siren
2537,4062,street_music
2538,4064,children_playing
2539,4066,air_conditioner
2540,4067,air_conditioner
2541,4068,street_music
2542,4069,air_conditioner
2543,4070,engine_idling
2544,4073,drilling
2545,4075,dog_bark
2546,4076,street_music
2547,4077,jackhammer
2548,4078,street_music
2549,4080,gun_shot
2550,4081,air_conditioner
2551,4083,children_playing
2552,4084,car_horn
2553,4085,street_music
2554,4086,engine_idling
2555,4087,dog_bark
2556,4089,children_playing
2557,4091,street_music
2558,4093,children_playing
2559,4094,air_conditioner
2560,4095,siren
2561,4096,drilling
2562,4097,engine_idling
2563,4100,siren
2564,4101,gun_shot
2565,4102,jackhammer
2566,4103,siren
2567,4104,jackhammer
2568,4106,dog_bark
2569,4110,siren
2570,4111,dog_bark
2571,4117,air_conditioner
2572,4118,car_horn
2573,4119,car_horn
2574,4121,drilling
2575,4122,children_playing
2576,4123,siren
2577,4125,siren
2578,4126,siren
2579,4128,dog_bark
2580,4129,jackhammer
2581,4130,children_playing
2582,4131,air_conditioner
2583,4134,drilling
2584,4135,dog_bark
2585,4137,siren
2586,4138,engine_idling
2587,4139,jackhammer
2588,4140,children_playing
2589,4142,jackhammer
2590,4143,engine_idling
2591,4146,drilling
2592,4155,drilling
2593,4158,air_conditioner
2594,4159,air_conditioner
2595,4160,jackhammer
2596,4161,dog_bark
2597,4162,jackhammer
2598,4163,jackhammer
2599,4164,siren
2600,4166,air_conditioner
2601,4168,jackhammer
2602,4169,engine_idling
2603,4170,jackhammer
2604,4171,gun_shot
2605,4172,jackhammer
2606,4174,street_music
2607,4175,siren
2608,4178,children_playing
2609,4179,car_horn
2610,4180,children_playing
2611,4181,air_conditioner
2612,4182,siren
2613,4183,air_conditioner
2614,4184,street_music
2615,4189,gun_shot
2616,4190,engine_idling
2617,4191,siren
2618,4193,car_horn
2619,4197,jackhammer
2620,4198,dog_bark
2621,4199,engine_idling
2622,4200,children_playing
2623,4201,street_music
2624,4203,engine_idling
2625,4204,dog_bark
2626,4205,siren
2627,4206,children_playing
2628,4207,engine_idling
2629,4210,children_playing
2630,4216,drilling
2631,4217,drilling
2632,4218,gun_shot
2633,4220,siren
2634,4222,engine_idling
2635,4224,drilling
2636,4226,dog_bark
2637,4227,air_conditioner
2638,4228,street_music
2639,4231,street_music
2640,4232,siren
2641,4234,air_conditioner
2642,4235,street_music
2643,4236,drilling
2644,4239,engine_idling
2645,4241,air_conditioner
2646,4242,street_music
2647,4244,drilling
2648,4246,jackhammer
2649,4247,street_music
2650,4248,engine_idling
2651,4249,engine_idling
2652,4252,gun_shot
2653,4253,jackhammer
2654,4254,drilling
2655,4255,street_music
2656,4256,air_conditioner
